"Name","Place Type","Place Tags","Keg Count","Address","City","State","Postcode","Country","Place Radius (m)"
"Hotel Ibis Hero Square- Liget","Venue",,"0",,,,,,"50"
"Airport Hotel","Venue",,"0",,,,,,"50"
"Hotel Hapel Semer","Venue",,"0",,,,,,"50"
"Hotel Flamboyan","Venue",,"0",,,,,,"50"
"Flora Beach Hotel","Venue",,"0",,,,,,"50"
"Novotel Surabaya Hotel","Venue",,"0",,,,,,"50"
"Mercure Grand Hotel Surabaya","Venue",,"0",,,,,,"50"
"Borobudur Jakarta Hotel","Venue",,"0",,,,,,"50"
"Hotel Sedona Makassar","Venue",,"0",,,,,,"50"
"Prani Legian Hotel","Venue",,"0",,,,,,"50"
"Villa Semana & -Ubud Hotels-Indonesia","Venue",,"0",,,,,,"50"
"Bali Spirit Hotel & Spa","Venue",,"0",,,,,,"50"
"Suites Hotel Bali Royal","Venue",,"0",,,,,,"50"
"JW Marriott Hotel Jakarta","Venue",,"0",,,,,,"50"
"Nirwana Resort Hotel","Venue",,"0",,,,,,"50"
"Shangri-la Hotel Surabaya","Venue",,"0",,,,,,"50"
"Sheraton Surabaya Hotel and Towers","Venue",,"0",,,,,,"50"
"Sari Pan Pacific Hotel","Venue",,"0",,,,,,"50"
"Quality Hotel Yogyakarta","Venue",,"0",,,,,,"50"
"Melia Purosani Hotel","Venue",,"0",,,,,,"50"
"Hotel Ciputra Semarang","Venue",,"0",,,,,,"50"
"Hotel Kopeng","Venue",,"0",,,,,,"50"
"Barcelo Budapest Hotel","Venue",,"0",,,,,,"50"
"Danubius Grand Margitsziget Hotel","Venue",,"0",,,,,,"50"
"Hotel Palota (h)","Venue",,"0",,,,,,"50"
"Hotel Lotus Therme and Spa","Venue",,"0",,,,,,"50"
"Atlantic Hotel Non Refundable Rooms","Venue",,"0",,,,,,"50"
"Green Hotel Budapest Non Refundable Room","Venue",,"0",,,,,,"50"
"Actor Hotel Non Refundable Room","Venue",,"0",,,,,,"50"
"Hotel Bunga Permai","Venue",,"0",,,,,,"50"
"Maxi Hotel","Venue",,"0",,,,,,"50"
"Respati Sanur Beach Hotel","Venue",,"0",,,,,,"50"
"Coconut Grove Village Hotel","Venue",,"0",,,,,,"50"
"Ubud Village Hotel","Venue",,"0",,,,,,"50"
"Green Garden Hotel (Kuta)","Venue",,"0",,,,,,"50"
"Bali Court Hotel And Apartments","Venue",,"0",,,,,,"50"
"The Losari Hotel And Villas","Venue",,"0",,,,,,"50"
"Harris Hotel & Residences Riverview Kuta","Venue",,"0",,,,,,"50"
"Bintang Senggigi Hotel","Venue",,"0",,,,,,"50"
"Puri Saron Hotel","Venue",,"0",,,,,,"50"
"Grand Jatra Hotel Pekanbaru","Venue",,"0",,,,,,"50"
"Swiss Belhotel Segara Hotel","Venue",,"0",,,,,,"50"
"Harris Hotel Seminyak","Venue",,"0",,,,,,"50"
"Bali Clift Hotel","Venue",,"0",,,,,,"50"
"Intercontinental Hotel","Venue",,"0",,,,,,"50"
"Hotel Grand Jimbaran","Venue",,"0",,,,,,"50"
"Csaszar Hotel","Venue",,"0",,,,,,"50"
"Nirmala Hotel & Swalayan","Venue",,"0",,,,,,"50"
"Mega Zanur Hotel","Venue",,"0",,,,,,"50"
"Legian Beach Hotel","Venue",,"0",,,,,,"50"
"Tugu Hotel  Villa    Exotic Spa","Venue",,"0",,,,,,"50"
"Aneka Beach Hotel","Venue",,"0",,,,,,"50"
"Nathan Hotel","Venue",,"0",,,,,,"50"
"Adhi Jaya Hotel","Venue",,"0",,,,,,"50"
"Palm Beach Hotel","Venue",,"0",,,,,,"50"
"Adi Dharma Hotel","Venue",,"0",,,,,,"50"
"Hotel Barong","Venue",,"0",,,,,,"50"
"Mentari Sanur Hotel","Venue",,"0",,,,,,"50"
"Rosani Hotel","Venue",,"0",,,,,,"50"
"Hotel Puri Tanah Lot","Venue",,"0",,,,,,"50"
"Legian Village Hotel","Venue",,"0",,,,,,"50"
"Hotel Santhi","Venue",,"0",,,,,,"50"
"Europa Hotel and Congress","Venue",,"0",,,,,,"50"
"Hotel Flandria","Venue",,"0",,,,,,"50"
"Hotel Mix Fogadó","Venue",,"0",,,,,,"50"
"Best Western Janus Atrium Hotel","Venue",,"0",,,,,,"50"
"Platan Hotel","Venue",,"0",,,,,,"50"
"Ramada Hotel & Resort Lake Balaton","Venue",,"0",,,,,,"50"
"Danubius Zrt Lover Hotel","Venue",,"0",,,,,,"50"
"Hotel Viktoria","Venue",,"0",,,,,,"50"
"Aqua Hotel","Venue",,"0",,,,,,"50"
"Hotel Touring","Venue",,"0",,,,,,"50"
"Canada Hotel Budapest","Venue",,"0",,,,,,"50"
"Hotel Nemzeti Budapest Mgallery Collection","Venue",,"0",,,,,,"50"
"Queen Elizabeth Hotel","Venue",,"0",,,,,,"50"
"Hotel Raba City Center","Venue",,"0",,,,,,"50"
"Hotel Azur Siofok","Venue",,"0",,,,,,"50"
"Royal Park Boutique Hotel","Venue",,"0",,,,,,"50"
"Danubius Hotel Astoria City Center","Venue",,"0",,,,,,"50"
"Alta Moda Fashion Hotel","Venue",,"0",,,,,,"50"
"Hotel Carmen","Venue",,"0",,,,,,"50"
"Hotel Civis Park Gyula","Venue",,"0",,,,,,"50"
"Hotel Omnibusz","Venue",,"0",,,,,,"50"
"Hotel Famulus","Venue",,"0",,,,,,"50"
"Hortobagy Club Hotel","Venue",,"0",,,,,,"50"
"Airport Hotel Stacio Wellness & Conference","Venue",,"0",,,,,,"50"
"Jagello Business Hotel","Venue",,"0",,,,,,"50"
"Hotel Casa Sol","Venue",,"0",,,,,,"50"
"Roombach Hotel Budapest Center","Venue",,"0",,,,,,"50"
"Hotel Ibis Hero Square","Venue",,"0",,,,,,"50"
"Hunguest Hotel Platanus","Venue",,"0",,,,,,"50"
"Silver Hotel Budapest","Venue",,"0",,,,,,"50"
"Hotel Promenade City","Venue",,"0",,,,,,"50"
"Best Western Grand Hotel Hungaria","Venue",,"0",,,,,,"50"
"Royal Myconian Hotel & Thalasso Spa","Venue",,"0",,,,,,"50"
"Best Western Hotel Art","Venue",,"0",,,,,,"50"
"Budapest Lido Hotel & Conference Center","Venue",,"0",,,,,,"50"
"Hotel Oswaldo","Venue",,"0",,,,,,"50"
"Hotel Premium Apartment and Wellness House","Venue",,"0",,,,,,"50"
"Hotel Vadvirág Panzió","Venue",,"0",,,,,,"50"
"Le Rose Hotel","Venue",,"0",,,,,,"50"
"Milky Way Hotel","Venue",,"0",,,,,,"50"
"Silk Road Hotel Hostel","Venue",,"0",,,,,,"50"
"Walzer Hotel and Restaurant","Venue",,"0",,,,,,"50"
"Hotel Erzsebet Heviz","Venue",,"0",,,,,,"50"
"Greenfield Hotel Golf and Spa Bük","Venue",,"0",,,,,,"50"
"Piknik Wellness Hotel","Venue",,"0",,,,,,"50"
"Hotel Civis Grand Aranybika Debrecen","Venue",,"0",,,,,,"50"
"Aphrodite Hotel","Venue",,"0",,,,,,"50"
"Corso Hotel Pecs","Venue",,"0",,,,,,"50"
"Exclusive Hotel President","Venue",,"0",,,,,,"50"
"Azur Premium Wellness and Conference Hotel","Venue",,"0",,,,,,"50"
"Hotel Viktoria Superior","Venue",,"0",,,,,,"50"
"Sissi Hotel","Venue",,"0",,,,,,"50"
"Bo33 Hotel Family and Suites","Venue",,"0",,,,,,"50"
"Queens Court Hotel And Residence","Venue",,"0",,,,,,"50"
"Hotel Medosz","Venue",,"0",,,,,,"50"
"Danubius Zrt Danubius Hotel Arena","Venue",,"0",,,,,,"50"
"Imola Hotel Platán","Venue",,"0",,,,,,"50"
"Stgeorge Residence All Suite Hotel De Luxe","Venue",,"0",,,,,,"50"
"Old Monarchia Hotel","Venue",,"0",,,,,,"50"
"Boutique Hotel Victoria Budapest","Venue",,"0",,,,,,"50"
"The Three Corners Hotel Art","Venue",,"0",,,,,,"50"
"Best Western Premier Hotel Parlament","Venue",,"0",,,,,,"50"
"Best Western Plus Hotel Ambra","Venue",,"0",,,,,,"50"
"Hotel Makar Sport and Wellness","Venue",,"0",,,,,,"50"
"Primasol Louis Ionian Sun Hotel (Ex.Louis Regency)","Venue",,"0",,,,,,"50"
"Mitsis Rodos Village Beach Hotel","Venue",,"0",,,,,,"50"
"Creteotels Jasmine Village Hotel","Venue",,"0",,,,,,"50"
"President Plaza Hotel","Venue",,"0",,,,,,"50"
"Royal N Hotel","Venue",,"0",,,,,,"50"
"Shine Hotel","Venue",,"0",,,,,,"50"
"River Side Hotel","Venue",,"0",,,,,,"50"
"Sheraton Batumi Hotel","Venue",,"0",,,,,,"50"
"Classic Hotel","Venue",,"0",,,,,,"50"
"City Partner Hotel Primavera Tbilisi","Venue",,"0",,,,,,"50"
"Sheraton Metechi Palace Hotel","Venue",,"0",,,,,,"50"
"Iliani Hotel","Venue",,"0",,,,,,"50"
"Monmot Hotel","Venue",,"0",,,,,,"50"
"Siesta Hotel","Venue",,"0",,,,,,"50"
"Flamboyant Hotel","Venue",,"0",,,,,,"50"
"Grand Hotel","Venue",,"0",,,,,,"50"
"Hart Shoreditch Hotel London, Curio Collection by Hilton","Venue",,"0","69 Great Eastern Street",,"England","EC2A 3HU","United Kingdom","50"
"Stock Exchange Hotel","Venue",,"0","4 Norfolk Street",,"England","M2 1DW","United Kingdom","50"
"DoubleTree by Hilton Hotel & Spa Liverpool","Venue",,"0","6 Sir Thomas Street",,"England","L1 6BR","United Kingdom","50"
"Shepherd's Bush Boutique Hotel","Venue",,"0","9 Poplar Mews",,"England","W12 7JS","United Kingdom","50"
"Grosvenor House A Jw Marriot Hotel","Venue",,"0",,,,,,"50"
"Southampton Park Hotel","Venue",,"0",,,,,,"50"
"County Hotel","Venue",,"0",,,,,,"50"
"Country Hotel","Venue",,"0",,,,,,"50"
"Hotel Millennium & Copthorne At Chelsea Fc","Venue",,"0","Fulham Road",,"England","SW6 1HS","United Kingdom","50"
"Arbor City Hotel","Venue",,"0","10 Osborn Street",,"England","E1 6TD","United Kingdom","50"
"Best Western The Boltons Hotel","Venue",,"0","26J Penywern Road",,"England","SW5 9SU","United Kingdom","50"
"Boutique Hotel Garden View","Venue",,"0",,,,,,"50"
"Golden Palace Hotel","Venue",,"0",,,,,,"50"
"Qeroli Hotel","Venue",,"0",,,,,,"50"
"Tori Hotel","Venue",,"0",,,,,,"50"
"Bristol Hotel","Venue",,"0",,,,,,"50"
"Mediterranean Hotel","Venue",,"0",,,,,,"50"
"Queen’s Hotel","Venue",,"0",,,,,,"50"
"Trafalgar Palace Hotel","Venue",,"0",,,,,,"50"
"Palom Hotel Ring Road Central","Venue",,"0",,,,,,"50"
"Sir Max Hotel","Venue",,"0",,,,,,"50"
"Moevenpick Ambassador Hotel Ac","Venue",,"0",,,,,,"50"
"Movenpick Ambassador Hotel Accra","Venue",,"0",,,,,,"50"
"Alisa Hotels","Venue",,"0",,,,,,"50"
"The African Regent Hotel","Venue",,"0",,,,,,"50"
"Highgate Hotel","Venue",,"0",,,,,,"50"
"Kempinski Hotel Gold Coast Cityaccra","Venue",,"0",,,,,,"50"
"Eastgate Hotel","Venue",,"0",,,,,,"50"
"The Kensington Hotel Doyle Collection","Venue",,"0",,,,,,"50"
"Maxlot Hotel","Venue",,"0",,,,,,"50"
"Royal Nick Hotel","Venue",,"0",,,,,,"50"
"White Bells Hotel","Venue",,"0",,,,,,"50"
"African Royal Beach Hotel","Venue",,"0",,,,,,"50"
"Fiesta Royale Hotel","Venue",,"0",,,,,,"50"
"La Fregate Hotel","Venue",,"0",,,,,,"50"
"The Old Government House Hotel & Spa","Venue",,"0",,,,,,"50"
"La Sablonnerie Hotel","Venue",,"0",,,,,,"50"
"Stocks Island Hotel","Venue",,"0",,,,,,"50"
"Hotel Le Grand Beauregard","Venue",,"0",,,,,,"50"
"L’Erée Hotel","Venue",,"0",,,,,,"50"
"Bw Hotel Amazonia","Venue",,"0",,,,,,"50"
"Best Western Tbilisi Hotel","Venue",,"0",,,,,,"50"
"Hotel Aisi","Venue",,"0",,,,,,"50"
"Midindi Hotel","Venue",,"0",,,,,,"50"
"The Caleta Hotel","Venue",,"0",,,,,,"50"
"Best Western Brook Hotel Felixstowe","Venue",,"0","95 Queen's Road",,"England","IP11 7PG","United Kingdom","50"
"Grapevine Hotel","Venue",,"0","115 Warwick Way",,"England","SW1V 4HT","United Kingdom","50"
"The Hindes Hotel Bandb","Venue",,"0",,,,,,"50"
"Best Western Rose and Crown Hotel","Venue",,"0",,,,,,"50"
"Swallow The George Hotel Colchester","Venue",,"0",,,,,,"50"
"Hotel Du Vin and Bistro York","Venue",,"0",,,,,,"50"
"Etap Hotel Birmingham Centre","Venue",,"0",,,,,,"50"
"The Southcrest Manor Hotel and Spa","Venue",,"0",,,,,,"50"
"Silverdale Hotel","Venue",,"0",,,,,,"50"
"Etap Hotel Glasgow","Venue",,"0","Paisley Road West",,"Scotland","G5 8NP","United Kingdom","50"
"Sandyford Hotel Glasgow","Venue",,"0","904 Sauchiehall Street",,"Scotland","G3 7TF","United Kingdom","50"
"The Glynhill Hotel and Leisure Club","Venue",,"0",,,,,,"50"
"Corus Hotel The Edgwarebury","Venue",,"0",,,,,,"50"
"York House Hotel","Venue",,"0",,,,,,"50"
"De Vere Hotel Carden Park Golf Resort Spa","Venue",,"0",,,,,,"50"
"Metropole Hotel","Venue",,"0",,,,,,"50"
"Best Western Mount Sorrel Hotel","Venue",,"0",,,,,,"50"
"Elgano Hotel and Catering","Venue",,"0",,,,,,"50"
"The Vale Hotel Golf and Spa","Venue",,"0","19 Deg Cymru","Hensol","Wales","CF72 8JY","United Kingdom","50"
"The Gallery Hotel","Venue",,"0",,,,,,"50"
"The Oxfordshire Golf Hotel and Spa","Venue",,"0",,,,,,"50"
"De Vere Village Hotel Wirral","Venue",,"0","25 Wirral Circular Trail","Birkenhead","England","CH62 4UG","United Kingdom","50"
"The Raquet Club Hotel and Ziba Restaurant","Venue",,"0","Old Churchyard",,"England","L2 8TX","United Kingdom","50"
"The Royal Hotel","Venue",,"0","2 Great Georges Road","Waterloo","England","L22 1RD","United Kingdom","50"
"The Astor Hotel","Venue",,"0",,,,,,"50"
"Durrant House Hotel","Venue",,"0",,,,,,"50"
"Strawberry Bank Hotel and Restaurant","Venue",,"0","156 Main Road","Meriden","England","CV7 7NG","United Kingdom","50"
"Hellidon Lakes Golf and Spa Hotel","Venue",,"0","10 Hellidon Close",,"England","NN2 7SG","United Kingdom","50"
"Hayesthorpe Hotel Croydon","Venue",,"0",,,,,,"50"
"Hotel 82 London","Venue",,"0",,,,,,"50"
"Grim S Dyke Hotel","Venue",,"0","2 Old Redding",,"England","HA3 6SQ","United Kingdom","50"
"Grange Lodge Hotel","Venue",,"0",,,,,,"50"
"Aldwark Manor Golf Hotel and Spa","Venue",,"0",,,"England","YO61 1UF","United Kingdom","50"
"Corus Hotel Solihull The Regency","Venue",,"0","153 Stratford Street North",,"England","B11 1BL","United Kingdom","50"
"Hotel Best Western City Glasgow","Venue",,"0",,,,,,"50"
"Mercure Cardiff Holland House Hotel and Spa","Venue",,"0","Holland House 24-26 Newport Road",,"Wales","CF24 0DD","United Kingdom","50"
"Hotel Double Tree By Hilton","Venue",,"0",,,,,,"50"
"Macdonald Botley Park Hotel Golf and Spa","Venue",,"0","19 Burgess Road",,"England","SO16 7AP","United Kingdom","50"
"Royal Hotel and Lodge","Venue",,"0",,,,,,"50"
"Hotel Brook George","Venue",,"0","14 Saint George's Square",,"England","HD1 1JF","United Kingdom","50"
"Standing Stones Hotel","Venue",,"0",,,,,,"50"
"Haven Hotel","Venue",,"0","16 Sussex Gardens",,"England","W2 1UL","United Kingdom","50"
"Highgate House Hotel","Venue",,"0","Grooms Lane","Creaton","England","NN6 8NN","United Kingdom","50"
"Best Western Plus Grim S Dyke Hotel","Venue",,"0","Portman Hall Old Redding",,"England","HA3 6SH","United Kingdom","50"
"Stay Edinburgh City Hotel Royal Mile","Venue",,"0","215 High Street",,"Scotland","EH1 1PE","United Kingdom","50"
"Grand Hotel and Spa","Venue",,"0",,,"England","YO1 6GD","United Kingdom","50"
"Tune Hotel Newcastle","Venue",,"0","35A Side",,"England","NE1 3JE","United Kingdom","50"
"Heston Hyde Hotel","Venue",,"0",,,,,,"50"
"Best Western Sysonby Knoll Hotel","Venue",,"0","Sysonby Knoll Hotel 245 Asfordby Road",,"England","LE13 0HP","United Kingdom","50"
"Abbey Lodge Hotel","Venue",,"0","50 Grange Park",,"England","W5 3PR","United Kingdom","50"
"Acton Town Hotel and Apartments","Venue",,"0","83-85 Gunnersbury Lane",,"England","W3 8HQ","United Kingdom","50"
"Antoinette Hotel Wimbledon","Venue",,"0",,,,,,"50"
"Bakers Hotel Bandb","Venue",,"0","126 Warwick Way",,"England","SW1V 4JA","United Kingdom","50"
"Chester Hotel Victoria","Venue",,"0","19 Longmoore Street",,"England","SW1V 1JQ","United Kingdom","50"
"Dawson House Hotel","Venue",,"0",,,,,,"50"
"Euro Hotel Hammersmith","Venue",,"0","27 Hammersmith Broadway",,"England","W6 9YD","United Kingdom","50"
"Eurotraveller Hotel Premier","Venue",,"0","208-210 Old Kent Road",,"England","SE1 5TY","United Kingdom","50"
"Four Season Hotel","Venue",,"0","173 Gloucester Place",,"England","NW1 6DX","United Kingdom","50"
"Billesley Manor The Hotel Co","Venue",,"0",,,,,,"50"
"Ivy Hotel","Venue",,"0",,,,,,"50"
"Hotel Arctic","Venue",,"0",,,,,,"50"
"Atlantic Hotel & Resort","Venue",,"0",,,,,,"50"
"Royal Hotel","Venue",,"0",,,,,,"50"
"Gemini Hotel","Venue",,"0",,,,,,"50"
"Sea Bird Hotel","Venue",,"0",,,,,,"50"
"Hotel Danae","Venue",,"0",,,,,,"50"
"Angela Suites Boutique Hotel","Venue",,"0",,,,,,"50"
"Aquamarina Hotel","Venue",,"0",,,,,,"50"
"Mistral Hotel","Venue",,"0",,,,,,"50"
"Futura Hotel","Venue",,"0",,,,,,"50"
"Hotel Sydney","Venue",,"0",,,,,,"50"
"Polis Grand Hotel","Venue",,"0",,,,,,"50"
"Euroxenia Marathon Hotel","Venue",,"0",,,,,,"50"
"Diana Palace Hotel","Venue",,"0",,,,,,"50"
"Parnassos Hotel","Venue",,"0",,,,,,"50"
"Diana Hotel","Venue",,"0",,,,,,"50"
"Castro Hotel","Venue",,"0",,,,,,"50"
"Hotel Cape Kanapitsa","Venue",,"0",,,,,,"50"
"Golden City Hotel","Venue",,"0",,,,,,"50"
"Hotel Mantas","Venue",,"0",,,,,,"50"
"Nikolas Hotel","Venue",,"0",,,,,,"50"
"Mitsis Rodos Maris Hotel Resort & Spa","Venue",,"0",,,,,,"50"
"Hotel Blue Bay Villas","Venue",,"0",,,,,,"50"
"Le Palace Hotel","Venue",,"0",,,,,,"50"
"Filoxenia Hotel","Venue",,"0",,,,,,"50"
"Hotel Plessas Palace","Venue",,"0",,,,,,"50"
"Margarita Hotel","Venue",,"0",,,,,,"50"
"Markos Village Hotel","Venue",,"0",,,,,,"50"
"Corina Mare Hotel","Venue",,"0",,,,,,"50"
"Hotel Odyssey","Venue",,"0",,,,,,"50"
"Alea Hotel & Studios","Venue",,"0",,,,,,"50"
"Hotel Petros","Venue",,"0",,,,,,"50"
"Iris Studios-Hotel","Venue",,"0",,,,,,"50"
"Hotel AKS Porto Heli","Venue",,"0",,,,,,"50"
"Irini Mare Hotel","Venue",,"0",,,,,,"50"
"Athens Atrium Hotel and Suites","Venue",,"0",,,,,,"50"
"The Alassia Hotel","Venue",,"0",,,,,,"50"
"Hotel Petra","Venue",,"0",,,,,,"50"
"Faedra Beach Hotel","Venue",,"0",,,,,,"50"
"Dimitrion Hotel","Venue",,"0",,,,,,"50"
"Lymberia Hotel","Venue",,"0",,,,,,"50"
"Reni Sky Hotel","Venue",,"0",,,,,,"50"
"Mike Hotel and Apartments","Venue",,"0",,,,,,"50"
"Epidavros Hotel","Venue",,"0",,,,,,"50"
"Myconian Imperial Hotel & Thalasso Centre","Venue",,"0",,,,,,"50"
"Mykonos Theoxenia Hotel","Venue",,"0",,,,,,"50"
"Hotel Coral","Venue",,"0",,,,,,"50"
"Elyros Hotel","Venue",,"0",,,,,,"50"
"Hotel Meliton","Venue",,"0",,,,,,"50"
"Blue Horizon Hotel","Venue",,"0",,,,,,"50"
"City Center Hotel","Venue",,"0",,,,,,"50"
"Kaningos 21 Hotel","Venue",,"0",,,,,,"50"
"Hotel Jason Prime","Venue",,"0",,,,,,"50"
"Hotel Ibiscus","Venue",,"0",,,,,,"50"
"Hotel Zephyros","Venue",,"0",,,,,,"50"
"Hotel Kalypso","Venue",,"0",,,,,,"50"
"Hotel Karyatides","Venue",,"0",,,,,,"50"
"Hotel Eri","Venue",,"0",,,,,,"50"
"Bella Vista Hotel","Venue",,"0",,,,,,"50"
"Castello Hotel","Venue",,"0",,,,,,"50"
"Akrotiri Beach Hotel","Venue",,"0",,,,,,"50"
"Hotel Omega","Venue",,"0",,,,,,"50"
"Palm Beach Hotel","Venue",,"0",,,,,,"50"
"Louis Hotel - Iberostar Regency Beach","Venue",,"0",,,,,,"50"
"Levantes Hotel","Venue",,"0",,,,,,"50"
"Sofitel Capsis Hotel Rhodes","Venue",,"0",,,,,,"50"
"Hersonissos Palace Hotel","Venue",,"0",,,,,,"50"
"Poseidon Hotel","Venue",,"0",,,,,,"50"
"Hotel Poseidon","Venue",,"0",,,,,,"50"
"Aphrodite Hotel","Venue",,"0",,,,,,"50"
"Tropical Hotel","Venue",,"0",,,,,,"50"
"Hotel Hera","Venue",,"0",,,,,,"50"
"Panorama Hotel","Venue",,"0",,,,,,"50"
"Hermes Hotel","Venue",,"0",,,,,,"50"
"Coral Hotel","Venue",,"0",,,,,,"50"
"Hotel Palmyra Beach","Venue",,"0",,,,,,"50"
"Despo Hotel","Venue",,"0",,,,,,"50"
"The Atrium Hotel","Venue",,"0",,,,,,"50"
"Le Mahogony Hotel Residence Andamp Spa","Venue",,"0",,,,,,"50"
"Mahogany Hotel & Residence","Venue",,"0",,,,,,"50"
"Hotel Fleur D'epee","Venue",,"0",,,,,,"50"
"Palm Court Hotel","Venue",,"0",,,,,,"50"
"St Tropez Hotel","Venue",,"0",,,,,,"50"
"La Cohoba Hotel","Venue",,"0",,,,,,"50"
"Le Flamboyant Hotel and Resort","Venue",,"0",,,,,,"50"
"Mansea Hotel","Venue",,"0",,,,,,"50"
"Badala Park Hotel","Venue",,"0",,,,,,"50"
"The Kairaba Beach Hotel","Venue",,"0",,,,,,"50"
"Sunswing Hotel","Venue",,"0",,,,,,"50"
"Bamboo Hotel","Venue",,"0",,,,,,"50"
"Sunbeach Hotel And Resort","Venue",,"0",,,,,,"50"
"Kairaba Hotel","Venue",,"0",,,,,,"50"
"Porto Tango Hotel","Venue",,"0",,,,,,"50"
"Metropolitan Hotel","Venue",,"0",,,,,,"50"
"Capsis Hotel Thessaloniki","Venue",,"0",,,,,,"50"
"Mastihari Bay Hotel","Venue",,"0",,,,,,"50"
"Samos Hotel","Venue",,"0",,,,,,"50"
"Sun Village Hotel","Venue",,"0",,,,,,"50"
"Irini Hotel","Venue",,"0",,,,,,"50"
"Letrina Hotel","Venue",,"0",,,,,,"50"
"Hotel Kanapitsa Mare","Venue",,"0",,,,,,"50"
"Amazing View Hotel","Venue",,"0",,,,,,"50"
"Galaxy Art Hotel","Venue",,"0",,,,,,"50"
"Olympic I Hotel","Venue",,"0",,,,,,"50"
"Marcos Beach Hotel","Venue",,"0",,,,,,"50"
"Corissia Princess Hotel","Venue",,"0",,,,,,"50"
"Flisvos Hotel","Venue",,"0",,,,,,"50"
"Corissia Beach Hotel","Venue",,"0",,,,,,"50"
"Stratos Vassilikos Hotel","Venue",,"0",,,,,,"50"
"Apollonia Beach Hotel","Venue",,"0",,,,,,"50"
"Hotel Astir","Venue",,"0",,,,,,"50"
"St George Lycabettus Hotel","Venue",,"0",,,,,,"50"
"Galaxy Iraklio Hotel","Venue",,"0",,,,,,"50"
"Hellinis Hotel","Venue",,"0",,,,,,"50"
"Electra Palace Hotel","Venue",,"0",,,,,,"50"
"Astor Hotel","Venue",,"0",,,,,,"50"
"Hotel Alexandros","Venue",,"0",,,,,,"50"
"Cavo Tagoo Hotel","Venue",,"0",,,,,,"50"
"Skiathos Palace Hotel","Venue",,"0",,,,,,"50"
"Fresh Hotel","Venue",,"0",,,,,,"50"
"Oasis Hotel Apartments","Venue",,"0",,,,,,"50"
"Grand Hotel Palace","Venue",,"0",,,,,,"50"
"NJV Athens Plaza Hotel","Venue",,"0",,,,,,"50"
"Myconian Ambassador Hotel and Thalasso Centre","Venue",,"0",,,,,,"50"
"Electra Palace Hotel","Venue",,"0",,,,,,"50"
"Alexandra and Victoria Hotel Guest House","Venue",,"0",,,,,,"50"
"Best Western Anglo Swiss Hotel","Venue",,"0",,,,,,"50"
"Mayfield Hotel","Venue",,"0",,,,,,"50"
"St Leonards Hotel","Venue",,"0",,,,,,"50"
"Royal George Hotel","Venue",,"0",,"Birdlip","England","GL4 8JH","United Kingdom","50"
"Bull Hotel","Venue",,"0","9 Hall Street","Long Melford","England","CO10 9JF","United Kingdom","50"
"Lamb Hotel","Venue",,"0","11 Market Street",,"England","CB7 4EG","United Kingdom","50"
"Field Head Hotel","Venue",,"0","Fieldhead Hotel 320 Markfield Lane",,"England","LE67 9PQ","United Kingdom","50"
"Cross Hands Hotel","Venue",,"0",,,"England","BS37 6RJ","United Kingdom","50"
"Coleshill Hotel","Venue",,"0",,,,,,"50"
"Castle And Ball Hotel","Venue",,"0",,,,,,"50"
"Cove Bay Hotel","Venue",,"0",,,,,,"50"
"Brisbane House Hotel","Venue",,"0","4 Cochrane Place East",,"Scotland","KA30 8LL","United Kingdom","50"
"Old Thorns Hotel Golf And Country Estate","Venue",,"0","Longmoor Road","Griggs Green","England","GU30 7PE","United Kingdom","50"
"Cruachan Hotel","Venue",,"0",,,,,,"50"
"North Euston Hotel","Venue",,"0","North Street",,"England","FY7 6BN","United Kingdom","50"
"Nether Abbey Hotel","Venue",,"0",,,,,,"50"
"Kincraig Castle Hotel","Venue",,"0",,,,,,"50"
"Gailes Restaurant & Hotel","Venue",,"0","Marine Drive",,"Scotland",,"United Kingdom","50"
"Ramada Hotel & Suites","Venue",,"0",,,,,,"50"
"Hotel Aqua","Venue",,"0",,,,,,"50"
"Dunmuir Hotel","Venue",,"0",,,,,,"50"
"Tigh Na Sgiath Country House Hotel","Venue",,"0",,,,,,"50"
"Melville Hall Hotel & Utopia Spa","Venue",,"0",,,,,,"50"
"Beaufort Park Hotel And Conference Centre","Venue",,"0",,,,,,"50"
"Laura Ashley The Belsfield Hotel","Venue",,"0","Treetops Old Belfield","Bowness-on-Windermere","England","LA23 3HT","United Kingdom","50"
"Portsonachan Hotel","Venue",,"0",,,,,,"50"
"Clough Manor Hotel","Venue",,"0","3 Rochdale Road",,"England","OL3 5UD","United Kingdom","50"
"Discovery Inn Hotel (Formerly Comfort Inn)","Venue",,"0","15 Bishopgate Street",,"England","LS1 5DY","United Kingdom","50"
"Priory Bay Hotel","Venue",,"0",,,,,,"50"
"Grosvenor Hotel","Venue",,"0","Kendall West High Street",,"England","SO20 6EU","United Kingdom","50"
"Roebuck Hotel","Venue",,"0",,,,,,"50"
"Kings Arms Hotel","Venue",,"0",,,"England","TN16 1RJ","United Kingdom","50"
"Prestwick Old Course Hotel","Venue",,"0","11A Links Road",,"Scotland","KA9 1QG","United Kingdom","50"
"Clover Spa And Hotel","Venue",,"0",,,,,,"50"
"Grimscote Manor Hotel","Venue",,"0",,"Coleshill","England","B46 1LH","United Kingdom","50"
"The Grays Hotel","Venue",,"0",,,,,,"50"
"Curran Court Hotel","Venue",,"0",,,,,,"50"
"Howard Hotel","Venue",,"0",,,,,,"50"
